ID	name_text_cn	name_text_en	class1_text_cn	class1_text_en	class2_text_cn	class2_text_en	art	skill_text_cn	skill_text_en	story_text_cn	story_text_en
110042	酒吧侍女	Bar Maid	人类	Human	0	0	0	##\n【显现】:治疗友方所有生物1点伤害，你获得1点生命。	##\n【Emerge】:Health 1 damage to friendly creatures and you gain 1 life.		0
110043	守门犬	Gate Hound	野兽	Beast	0	0	0	##【闪现】\n【显现】:将目标友方生物移回你手牌。	##【Flash】\n【Emerge】:Return target friendly creature to your hand.	0	0
120000	飞羽鸫	Feather Thrush	鸟	Bird	0	0	0	##【飞行】	##【Flying】		
120001	乱心术士	Vexing Sorcerer	侏儒	Gnome	法师	Mage	0	##\n①，力竭:将对手牌库顶两张牌置于其墓地。	##\n①,Exhaust:Puts the top two cards of opponent's library into graveyard.		
120002	铁魔像	Steel Golem	造物	Artifact	魔像	Golem	0	##【守护】【警戒】##	##【Guardian】【Vigilance】		
120003	猫头鹰信使	Owl Messenger	鸟	Bird	0	0	0	##【飞行】\n【死亡】:抓一张牌。	##【Flying】\n【Die】:Draw a card.		
120004	法师学徒	Mage Apprentice	矮人	Dwarf	法师	Mage	0	##\n【显现】:抓一张牌。	##\n【Emerge】:Draw a card.		
120005	图书管理员	Librarian	侏儒	Gnome	法师	Mage	0	##\n【显现】:将目标生物移回拥有者的手牌。	##\n【Emerge】:Return target creature to its owner's hand.	“滚出去！图书馆必须保持安静！”	
120006	情报密探	Information Agent	侏儒	Gnome	法师	Mage	0	##\n每当情报密探对玩家造成战斗伤害，你抓一张牌。	##\nWhenever Information Agent deals combat damage to a player, you draw a card.		
120007	风龙兽	Wind Drake	龙兽	Drake	0	0	0	##【飞行】【机动2】	##【Flying】【Mobility 2】		
120008	魔能障壁	Magic Barrier	屏障	Barrier	0	0	0	##【守护】\n③:将魔能障壁移回手牌。	##【Guardian】\n③:Return Magic Barrier to your hand.		
120009	风元素	Wind Elemental	元素	Element	0	0	0	##【闪现】【飞行】	##【Flash】【flying】		
120010	捣蛋法师	Disruptive Mage	侏儒	Gnome	法师	Mage	0	##\n力竭:目标生物得到-2/-0直到回合结束。	##\nExhaust:Target creature gets -2/-0 until end of turn.	这群顽童总爱变着法子捉弄人！	
120011	高塔龙兽	Tower Drake	龙兽	Drake	0	0	0	##【飞行】【机动2】	##【Flying】【Mobility 2】		
120012	角蜥	Horned Lizard	野兽	Beast	0	0	0	##【伪装】	##【Camouflage】		
120013	幻法仙灵	Glamer Faerie	妖精	Faerie	0	0	0	##【飞行】【伪装】【机动2】	20&##【Flying】【Camouflage】【Mobility 2】		
120014	神灯巨灵	Mahamoti Djinn	巨灵	Djinn	0	0	0	22&##【飞行】\n每当你使用一张非生物牌时，友方心灵生物获得+1/+1直到回合结束。	22&##【Flying】\nWhenever you cast a Non-Creature card, friendly Mind creatures get +1/+1 until end of turn.	睿智的法师会懂得如何号令一只巨灵为其效忠。	
120015	仙灵贵族	Faerie Noble	妖精	Faerie	0	0	0	22&##【闪现】【飞行】\n每当仙灵贵族向对手造成战斗伤害时，敌方所有生物获得-1/-0。\n②:将仙灵贵族移回手牌。	20&##【Flash】【Flying】\nWhenever Faerie Noble deals combat damage to a opponent,enemy creatures get -1/-0.\n②:Return Faerie Noble to your hand.		
120016	龙智者	Dragon Sage	龙	Dragon	0	0	0	##【飞行】\n【显现】:场上每有一只生物，你便抓一张牌。	##【Flying】\n【Emerge】:Draw a card for each creature on battlefield.		
120017	奥术大师法利尼斯	Fernis,Arcane Master	人类	Human	法师	Mage	0	22&##【传奇】\n【显现】:随机两个敌方生物移回手牌。\n③:将奥术大师法利尼斯移回手牌。	20&##【Legend】\n【Emerge】:Return two enemy creatures to its owner's hand at random.\n③:Return Fernis, Arcane Master to your hand.		
120018	闪跃妖精	Blinking Faerie	妖精	Faerie	0	0	0	##【闪现】【飞行】	##【Flash】【Flying】		
120019	飞翔导师	Fly Tutor	人类	Human	法师	Mage	0	##【飞行】\n【显现】:目标生物获得飞行技能。	##【Flying】\n【Emerge】:Target creature gains 【Flying】.		
120020	宿舍管理人	Dormitory Manager	巨灵	Djinn	0	0	0	##\n【显现】:将目标生物置于其拥有者牌库顶。	##\n【Emerge】:Put target creature on top of its owner's library.		0
120021	求知妖精	Learning Faerie	妖精	Faerie	0	0	0	##【飞行】\n每当你抓一张牌时，求知仙子获得+1/+0。	##【Flying】\nWhenever you draw a card, Learning Faerie gets +1/+0.		0
120022	学院书记	Academy Secretary	亚微	Ari	法师	Mage	0	##【守护】\n③:你抓一张牌。	##【Guardian】\n③:You draw a card.		0
120023	幻术导师	Illusionist 	精灵	Elf	法师	Mage	0	##\n其他友方心灵的生物+1/+1。\n①，力竭:目标心灵生物【瞬间】获得伪装直到回合结束。	20&##\nOther friendly Mind creatures get +1/+1.\n①，Exhaust:Target Mind creature 【Instant】 gains 【Camouflage】 until end of turn.		0
120024	诡计师	Guile Mage	侏儒	Gnome	法师	Mage	0	##\n每当你抓一张牌时，将对手牌库顶牌置入墓地。	##\nWhenever you draw a card,puts the top card of opponent's library into graveyard.		0
120025	幻象墙	Phantom Wall	屏障	Barrier	0	0	0	23&##【守护】\n防止其受到和造成的所有战斗伤害。	##【Guardian】\nPrevent all combat damage that would be dealt to and dealt by it.		0
120026	神秘学者	Occultist	人类	Human	法师	Mage	0	##\n每当神秘学者受到伤害时，将对手牌库顶一张牌置入墓地。	20&##\nWhenever Occultist is dealt damage, puts the top card of opponent's library into graveyard.		0
120027	学院空卫	Academy Hoverguard	龙兽	Drake	0	0	0	##【飞行】	##【Flying】		0
120028	漂游巨灵	Drifting Djinn	巨灵	Djinn	0	0	0	##【飞行】\n①:将漂游巨灵移回手牌。	##【Flying】\n①:Return Drifting Djinn to your hand.		0
120029	龙长老	Dragon Elders	龙	Dragon	法师	Mage	0	23&##【飞行】\n③:龙长老获得+1/+1，你抓一张牌。	##【Flying】\n③:Dragon Elders gets +1/+1, you draw a card.		0
120030	镜像法师	Mirror Mage	人类	Human	法师	Mage	0	##\n【显现】:在你的防线上放置一个衍生物，该生物为目标生物的复制品。	##\n【Emerge】:Put a token onto your defence-line that's a copy of target creature.		0
120031	曲愿巨灵	Bendwish Djinn	巨灵	Djinn	0	0	0	##【飞行】\n每当曲愿巨灵在你的回合攻击时，对手抓一张牌	##【Flying】\nWhenever Misinterpret Wish Djinn attacks in your turn, opponent draw a card.		0
120032	暴风元素	Storm Element	元素	Element	0	0	0	##【飞行】	##【Flying】		0
120033	读心大师	Telepath Master	人类	Human	法师	Mage	0	##\n对手以展示手牌的方式进行游戏。	##\nYour opponents play with their hands revealed.		0
120034	谍报大师福林格斯	Furinges,Spy Master	侏儒	Gnome	法师	Mage	0	##【传奇】【伪装】【闪现】\n每当谍报大师福林格斯对玩家造成战斗伤害，将对手牌库顶一张牌置于你手牌，你抓一张牌。	20&##【Legend】【Camouflage】【Flash】\nWhenever Furinges,Spy Master deals combat damage to a player, puts the top a card of opponent's library into your hand and you draw a card.		0
120035	巨龟	Giant Tortoise	野兽	Beast	0	0	0	##\n每当巨龟防御时，获得+0/+3直到回合结束。	##\nWhenever Giant Tortoise defense, gets +0/+3 until end of turn.	一般来说这些巨龟都是相当温驯，但偶尔也有倒霉的家伙被咬断手臂的事情发生。	0
120036	奥术学徒	Arcane Apprentice	人类	Human	法师	Mage	0	##\n每当你使用一张法术或闪咒牌时，奥术学徒获得+1/+1。	##\nWhenever you use a Magic or Flashspell card, Arcane Apprentice gets +1/+1.		0
120037	启迪巨灵	Djinn Illuminatus	巨灵	Djinn	0	0	0	##【飞行】\n【显现】:你墓地每有一张法术和闪咒牌，启迪巨灵便获得+1/+1。	##【Flying】\n【Emerge】:Djinn Illuminatus gets +1/+1 for each Magic and Flashspell in your graveryard.		0
120038	书记员	Scrivener	人类	Human	法师	Mage	0	##\n【显现】:将你墓地中目标闪咒牌移回你的手牌。	##\n【Emerge】:Return target Flashspell from your graveyard to your hand.		0
120039	尖鸣龙兽	Screeching Drake	龙兽	Drake	0	0	0	##【飞行】\n④:消灭自己，对手所有生物获得-1/-0。	##【Flying】\n④:Destroy itself, all enemy creatures get -1/-0.		0
120040	时间学者奥林	Olin,Chronosavant	人类	Human	法师	Mage	0	##【传奇】\n【显现】:你获得额外的一个回合，并将自己变成年迈的奥林。	##【Legend】\n【Emerge】:You takes an extra turn after this one, and transform itself into Old Olin.		0
130000	尸鬼复仇者	Ghoul Avenger	僵尸	Zombie	士兵	Soldier	0	##\n【死亡】:随机一个敌方生物获得-1/-1。	##\n【Die】:A enemy creature gets -1/-1 at random.	纵使它们再次死去，也不会忘记对生者的复仇。	
130001	觅血师	Blood Seeker	吸血鬼	Vampire	0	0	0	##\n【显现】:对手受到2点伤害，你获得2点生命。	##\n【Emerge】:Deals 2 damage to opponent, you gain 2 life.	哪怕只流下一滴鲜血，他也能从千里之外追踪到你。	
130002	沼泽巨蟒	Swamp Python	野兽	Beast	0	0	0	##\n【显现】:你受到3点伤害。	##\n【Emerge】:Deal 3 damage to Swamp Python.	闯入沼泽巨蟒领地的人，大多已经死无葬身之地。	
130003	黑暗祭司	Dark Prophet	艾斯	Eis	先知	Prophet	0	##\n其他友方黑暗的生物+1/+1。	##\nOther friendly Dark creatures get +1/+1.	巫术祭司的神智就和他佝偻的身体一样扭曲。	
130004	暗巷绞杀者	Alley Strangler	艾斯	Eis	杀手	Assasin	0	##\n【显现】:目标生物获得-1/-1直到回合结束。	##\n【Emerge】:Target creature gets -1/-1 until end of turn.	懦夫在未死之前，已身历多次死亡的恐怖了。	
130005	艾斯刺客	Eis Assasin	艾斯	Eis	杀手	Assasin	0	##【致命】	##【Deadly】	艾斯的暗刃家族培养了无数的暗杀者，就连人类诸国的贵族也是他们的常客。	
130006	暗鸦女	Female Raven	艾斯	Eis	先知	Prophet	0	##\n【死亡】:对手随机弃掉一张手牌。	##\n【Die】:Opponent discards a card at random.		
130007	艾斯弓箭手	Eis Archer	艾斯	Eis	射手	Archer	0	##\n每当艾斯弓箭手在你的回合攻击时，对手受到1点伤害。	##\nWhenever Eis Archer attacks in your turn, deal 1 damage to opponent.	我的箭矢已经瞄准了猎物。	
130008	骷髅掠夺者	Predator Skull	骷髅	Skeleton	战士	Warrior	0	##\n【死亡】:原地放置一个重生的骷髅掠夺者衍生物。	##\n【Die】:Put a Reborn Predator Skull token onto the battlefield in place.	它本该安息直至变成风沙的一部分，但邪恶污染了这具尸体。	
130009	游荡的幽灵	Wandering Spectre	亡灵	Ghost	0	0	0	##\n【显现】:对手随机一张手牌置于其牌库顶。	##\n【Emerge】:Opponent puts a card from his hand on top of his or her library.	「它们四处游荡，它们纵声合唱。鬼魅们装上弓，拉满弦，刺穿所有正直的灵魂。」	
130010	暗沼花刺	Darkswamp Thorn	艾斯	Eis	杀手	Assasin	0	##【先攻】【致命】	##【First strike】【Deadly】	美丽的玫瑰总是长满了致命的毒刺。	
130011	挂颅者	Skullhanger	艾斯	Eis	战士	Warrior	0	##	##	黑暗之中抖动的头颅见证了从生到死的过程。	
130012	处刑人	Executioner	艾斯	Eis	杀手	Assasin	0	##\n【显现】:目标生物获得-3/-3。	##\n【Emerge】:Target creature gets -3/-3.	死前，你唯一所能铭记的东西就是这副羊骨面具。	
130013	死亡屠夫	Death Butcher	僵尸	Zombie	战士	Warrior	0	##\n【显现】:消灭目标非黑暗生物。	##\n【Emerge】:Destroy target non-Dark creature.	巫妖王创造了许多邪恶的不死生物，屠夫便是它最得意的作品之一。	
130014	扭曲的多足者	Twisted Multiped	僵尸	Zombie	士兵	Soldier	0	##\n每当扭曲的多足者在你的回合攻击时，对手受到2点伤害。	##\nWhenever Hugebale Archer attacks in your turn, deal 2 damage to opponent.	它在哀嚎、摇摆，身体变得越来越扭曲，但它再也无法变回人类了。	
130015	臃肿的屠夫	Bloated Butcher	僵尸	Zombie	战士	Warrior	0	##【吸血】	##【Suckblood】	当一个暴戾的生命身躯如同一座塔楼时，就很少有东西能阻止它了。	
130016	骨面巨兽	Bonemask Monster	野兽	Beast	0	0	0	##	##	在荣光高原的金字塔下，艾斯人在那训练培养着巨兽，并给它们中的一批戴上面具。	
130017	哀嚎女妖	Howling Banshee	亡灵	Ghost	0	0	0	##【飞行】\n每当哀嚎女妖对玩家造成战斗伤害，对手随机弃掉一张手牌。	##【Flying】\nWhenever Howling Banshee deals combat damage to a player, opponent discards a card at random.	她低沉、绵长的尖叫声在巷道檐间回荡，令闻者因之酷寒彻骨。	
130018	拧颅者	Skullwrinier	艾斯	Eis	战士	Warrior	0	##\n你的回合开始时，每个非黑暗生物获得-2/-1直到回合结束。	##\nAt the begin of your turn, each non-Dark creatures get -2/-1 until end of turn.	单手拧下的不只是一个人的头颅，还有一支军队的意志。	
130019	觅魂人	Soulseeker	艾斯	Eis	先知	Prophet	0	##\n每当一个友方生物死去时，你抓一张牌。	##\nWhenever a friendly creature dies, you draw a card.	尸骸不会说谎，这死亡的过程即是我现在的耳目。	
130020	死亡记录者	Death Recorder	巫妖	Lich	法师	Mage	0	##\n每当一个生物死去时，对手受到2点伤害，你获得2点生命。	##\nWhenever a creature dies, deal 2 damage to opponent and you gain 2 life.	愚人在世俗中寻找权利、财富，以此满足自己的欲望，而就我追求的欲望，要比这些东西简单得多。	
130021	憎恨之主	Abomination Lord	僵尸	Zombie	战士	Warrior	0	##\n【显现】:弃掉你的手牌。	##\n【Emerge】:Discard your hand.	它憎恨生命，憎恨世界，憎恨一切，甚至憎恨自己。	
130022	阿泽拉丝殉道者	Martyr of Aselass	艾斯	Eis	祭司	Priest	0	##\n【死亡】:原地放置一个复活亡者衍生物。	##\n【Die】:Put a Resurrection Dead token onto the battlefield in place.	她们狂热地崇拜着黑暗女神，即使沦为成为祭品，也能很好地为阿尔纳扩充军势。	
130023	吞天巨蟒	Canopygorger Python	野兽	Beast	0	0	0	22&##\n你的回合开始时，随机消灭一个其他生物。每以此法消灭一个生物，吞天据蟒获得+2/+2。	20&##\nAt the begin of your turn,destroy another creature at random, CryptLord gets +2/+2 for each creature destroyed this way.	有些生物只是提一下也足以让艾斯人不寒而栗，吞天巨蟒无疑就是这一类型。	
130024	大巫妖阿尔纳	Riena,Highlich	巫妖	Lich	法师	Mage	0	20&##【传奇】【致命】\n每当大巫妖阿尔纳消灭另一个生物时，将一张<重生的骷髅掠夺者>置入你的手牌。\n【死亡】:你获得一张<招魂>。	16&##【Legend】【Deadly】\nWhenever Riena,Highlich destroyed another creature, create a <Reborn Predator Skull> card to your hand.\n【Die】:You gain a <Spiritualism> card.	阿尔纳曾是一名强大的咒术师，他终日沉浸于禁忌的魔法与死亡的艺术之中，但这副随时会消逝的肉体无法承载他那无穷尽的欲望。通过巫妖王的协助，他终于超脱了死亡，成为一名巫妖。	
130025	堕落骑士图米提	Domitiv,Knightfall	骷髅	Skeleton	骑士	Knight	0	##【传奇】【冲锋】【先攻】\n【死亡】:对手受到X点伤害，X为堕落骑士图米提的攻击力。	20&##【Legend】【Charge】【First strike】\n【Emerge】:【Die】:Deals X damage to opponent, where X is Domitiv,Knightfall's power.	关于惩罚者图米提的最后记载是他单枪匹马闯入恶魔巢穴的英勇故事。如今这位传说中的英雄再次重返人间……	
130026	战场死灵	War Necromancer	亡灵	Ghost	士兵	Soldier	0	##【老化】	##【Again】		0
130027	腐食骷髅	Skeleton Scavenger	骷髅	Skeleton	士兵	Soldier	0	##\n每当一个友方生物死亡时，腐食骷髅获得+1/+0。	##\nWhenever a friendly creature dies, Skeleton Scavenger gets +1/+0.		0
130028	暗影牧师	Shadow Priest	吸血鬼	Vampire	祭司	Priest	0	##【祝福】【吸血】	##【Blessing】【Suckblood】	生前他曾是一位虔诚的拉多娜牧师，如今却成为了黑暗女王的忠实信徒。	0
130029	吸血鬼骑士	Vampire Knight	吸血鬼	Vampire	骑士	Knight	0	##\n每当对手受到伤害时，吸血鬼骑士获得+1/+1。	##\nWhenever opponent is dealt damage, Vampire Knight gets +1/+1.		0
130030	幽灵骑士	Ghost Knight	亡灵	Ghost	骑士	Knight	0	##【先攻】【老化】	##【First strike】【Again】	每当暗月升起，它们便在荒野中徘徊。寻找着下一个献给黑暗女神的祭品。	0
130031	腐臭尸鬼	Noxious Ghoul	僵尸	Zombie	士兵	Soldier	0	##【践踏】\n每个回合结束时，你受到1点伤害。	##【Trample】\nAt the end of each turn, dealt 1 damage to you.		0
130032	腐化的盗墓者	Corrupt Ghoul	僵尸	Zombie	0	0	0	##\n【显现】:将目标生物从你的墓地置于你的手牌。	##\n【Emerge】:Return target creature card from your graveyard to your hand.	生前盗取陪葬品，如今则在盗取尸骸。	0
130033	死神仆从	Death Servant	骷髅	Skeleton	法师	Mage	0	##\n【显现】:你抓两张牌并受到2点伤害。	##\n【Emerge】:Draw two cards and dealt 2 damage to you.		0
130034	暗夜蝙蝠	Dark Night Bat	野兽	Beast	鸟	Bird	0	##【冲锋】【飞行】【老化】	##【Charge】【Flying】【Again】		0
130035	鲜血术士	Blood Warlock	吸血鬼	Vampire	法师	Mage	0	##【飞行】【吸血】\n每当一个友方生物获得治疗时，对手受到2点伤害。	##【Flying】【Suckblood】\nWhenever a friendly creature is healed, dealt 2 damage to opponent.	鲜血可以品尝，亦可成为施法的重要材料。	0
130036	永夜阴影	Evernight's Shadow	亡灵	Ghost	0	0	0	##\n【显现】:永夜阴影获得-X/-X，X等于对手的手牌数量。	22&##\n【Emerge】:Evernight's Shadow gets -X/-X, where X is the number of cards in opponent's hand.	我们所有活着的人,都只不过是空幻的影子,虚无的梦。	0
130037	骸骨巨龙	Bone Dragon	骷髅	Skeleton	龙	Dragon	0	##【飞行】\n【显现】:消灭所有非黑暗生物。	##【Flying】\n【Emerge】:Destroy all non-Dark creatures.	阿尔纳将“古龙顶端”上长眠的古龙转化为邪恶的不死生物，它们亦成为了联军挥之不去的梦魇。	0
130038	邪卜师	Evil Divining Mage	骷髅	Skeleton	法师	Mage	0	##\n你的回合结束时，所有玩家随机弃掉一张手牌。	##\nAt the end of your turn, each players discards a card at random.	为了维持自己的不死形态，它在每具牺牲者的颅骨中挖掘魔法的奥秘。	0
130039	行尸	Walking Dead	僵尸	Zombie	士兵	Soldier	0	##【迟缓】	##【Slowly】		0
130040	饮魂妖	Souldrinker	亡灵	Ghost	0	0	0	##\n你受到3点伤害：饮魂妖获得+1/+2。	##\nDeals 3 damage to you: Souldrinker get +1/+2.		0
130041	索命妖	Soulclaimer	亡灵	Ghost	0	0	0	##【吸血】【飞行】\n每当另一个生物死去时，你受到2点伤害。	##【Suckblood】【Flying】\nWhenever another creature dies, deals 2 damage to you.		0
140000	地精投石手	Goblin Slinger	地精	Goblin	射手	Archer	0	##\n【显现】:对目标生物或玩家造成1点伤害。	##\n【Emerge】:Deals 1 damage to target creature or play.		
140001	愤怒地精	Raging Goblin	地精	Goblin	士兵	Soldier	0	##【冲锋】	##【Charge】		
140002	地精突击兵	Goblin Stormtrooper	地精	Goblin	士兵	Soldier	0	##【冲锋】\n你的回合结束时，将地精突击兵移回手牌。	22&##【Charge】\nAt the end of your turn, return Goblin Stormtrooper to your hand.		
140003	兽人萨满	Orc Shaman	兽人	Orc	萨满	Shaman	0	22&##\n每当你使用一张法术或闪咒牌时，兽人萨满便得到+3/+0直到回合结束。	##\nWhenever you use a Magic or Flashspell card, Orc Shaman gets +3/+0 until end of turn.	兽人的萨满很清楚知道如何将直觉愤怒变成狂热的咒语。	
140004	狂怒的兽人	Raging Orc	兽人	Orc	战士	Warrior	0	##【冲锋】\n【显现】:狂怒的兽人获得+2/+0直到回合结束。	##【Charge】\n【Emerge】:Raging Orc gets +2/+0 until end of turn.	兽人永远在渴望着狩猎。	
140005	地精破坏者	Goblin Mangler	地精	Goblin	士兵	Soldier 	0	##\n【死亡】:对手法力上限减少①。	##\n【Die】:Opponent lost ① mana limit.		
140006	烈焰元素	Flame Elements	元素	Element	0	0	0	##【势不可挡】	##【Unstoppable】		
140007	熔岩元素	Lava Elemental	元素	Element	0	0	0	##【摧毁2】	##【Wreck 2】		
140008	地精猪骑兵	Goblin Swine-Rider	地精	Goblin	士兵	Soldier 	0	##【践踏】\n每当地精猪骑兵在你的回合攻击时，获得+2/+0直到回合结束。	##【Trample】\nWhenever Goblin Swine-Rider attacks in your turn, it gets +2/+0 until end of turn.		
140009	攻城巨龙	Siege Dragon	龙	Dragon	0	0	0	##【飞行】【摧毁2】	##【Flying】【Wreck 2】		
140010	崩岩元素	Rockslide Elemental	元素	Element	0	0	0	22&##\n②:对自己造成造成1点伤害，对随机一个其他生物或玩家造成2点伤害。	##\n②:Deals 1 damage to itself, and deals 2 damage to another creature or player at random.	被这些碎石片砸中，可不是痛一下就能了事。	
140011	猛掷暴君	Barrage Tyrant	食人魔	Orge	0	0	0	##\n力竭:对目标生物造成3点伤害。	##\nExhaust:Deals 3 damage to target creature.	被它瞄上的猎物无一幸免均被砸成了肉酱。	
140012	烈焰巨龙	Flame Dragon	龙	Dragon	0	0	0	##【飞行】\n若烈焰巨龙对玩家造成战斗伤害，它对敌方所有生物造成1点伤害。	21&##【Flying】\nWhenever Flame Dragon deals combat damage to a player, it deals 1 damage to each enemy creatures.		
140013	沙罗曼蛇	Salamander	元素	Element	0	0	0	23&##\n【显现】:对目标生物造成4点伤害。	##\n【Emerge】:Deals 4 damage to target creature.	冒险者的鲁莽之举惊动了这些地底恶魔！	
140014	烈焰领主	Lord of the Flame	恶魔	Demon	0	0	0	##【先攻】\n力竭:对目标生物或玩家造成2点伤害。	##【First strike】\nExhaust:Deals 2 damage to target creature or play.	自火焰之中诞生的恶魔，地狱之口的守门人。比一般的恶魔更强大和更难应对。	
140015	大角冲锋兵	Bighorn Clanger	牛头怪	Tauren	战士	Warrior	0	##【冲锋】\n每当己方生物在你的回合攻击时，米陶诺斯向对手造成1点伤害。	##【Charge】\nWhenever a friendly creature attacks in your turn, Bighorn Clanger deals 1 damage to opponent.	牛头怪总饿着肚子上战场。一见到敌人的血，就足以激起它们的噬肉狂怒。	
140016	血月追猎者	Blood Moon Tracker	艾斯	Eis	战士	Warrior	0	23&##【冲锋】【先攻】\n【显现】:对每位玩家造成1点伤害。	##【Charge】【First strike】\n【Emerge】:Deals 1 damage to each players.	被血月家族盯上的猎物，直至其断气为止，都不会停止追捕。	
140017	血月祭司	Blood Moon Flamen	艾斯	Eis	先知	Prophet	0	22&##【先攻】\n每当你使用一张法术或闪咒牌时，友方艾斯生物获得+1/+0直到回合结束。	20&##【First strike】\nWhenever you use a Magic or Flashspell, friendly Eis creatures get +1/+0 until end of turn.	当问及需要多强大的力量时，艾斯族人总会毫不犹豫地回答你“更多”！	
140018	双刃刀客	Twinblade Slasher 	艾斯	Eis	战士	Warrior	0	##【连击】\n每当双刃刀客对玩家造成战斗伤害，获得+1/+1。	##【Double strike】\nWhenever Twinblade Slasher deals combat damage to a player, it gets +1/+1.	他们狂野，致命，手中的双刃酝酿着华丽的死亡；他们迅捷，放纵，就在下一瞬间，你的名字将永远刻在墓碑上。	
140019	神秘的女族长	Mystic Matriarch	艾斯	Eis	先知	Prophet	0	##【先攻】\n你的回合开始时，将一个鲁莽小恶魔衍生物放置在你的前线上。	##【First strike】\nAt the begin of your turn, put a Reckless Imp token onto your battlefront.	她只是来自艾斯的一个族长，但对亚微人的威胁却犹如一个军团。	
140020	艾斯统领安杜因	Anndoen,Eis Chief	艾斯	Eis	先知	Prophet	0	18&##【传奇】\n友方其他艾斯获得+1/+1和【连击】技能。\n你的回合开始时，随机对一个敌方生物或玩家造成等同于场上友方艾斯生物数量的伤害。	16&##【Legend】\nOther friendly Eis creatures get +1/+1 and has 【Double strike】.\nAt the begin of your turn, it deals damage equal to the number of friendly Eis to a enemy creature or player at random.		
140021	地精掷弹兵	Goblin Fireslinger	地精	Goblin	0	0	0	##\n你的回合开始时，随机对其他一个生物或玩家造成1点伤害。	##\nAt the begin of your turn, deals 1 damage to another creature or player at random.		
140022	耳语密言	WhisperRiddle	魔像	Golem	邪眼	Beholder	0	20&##【传奇】【先攻】\n【显现】:对所有其他生物和玩家造成4点伤害。\n④:对所有其他生物和玩家造成2点伤害。	20&##【Legend】【First strike】\n【Emerge】:Deals 4 damage to all other creatures and players.\n④:Deals 2 damage to all other creatures and players.	两百年前，眼魔长老耳语密言的身体因一场意外和一尊废弃的铁魔像结合在一起，它的大脑和神经系统因为铁离子的渗透而变得迟钝。这是耳语密言无法容忍的，它开始努力寻找如何恢复原来身体的办法。经历了多年的努力，耳语密言通过各种手段才使得它的记忆和思维能力有所好转。	
140023	地精劫匪	Goblin Robber	地精	Goblin	士兵	Soldier 	0	##	##		
140024	地精掠夺者	Goblin Marauder	地精	Goblin	士兵	Soldier 	0	##	##		0
140025	爆炎小鬼	Fire Devilkin	恶魔	Demon	士兵	Soldier 	0	##\n【死亡】:对手受到2点伤害。	##\n【Die】:Deals 2 damage to opponent.		0
140026	兽人狂战士	Orc Berserker	兽人	Orc	战士	Warrior	0	##【暴击】	##【Crit】		0
140027	浴血斗士	Bloodsoaked Champion	艾斯	Eis	战士	Warrior	0	##\n每当你受到伤害时，浴血斗士获得+1/+0。	##\nWhenever you get damage,Bloodsoaked Champion gets +1/+0.		0
140028	火热地狱犬	Fiery Hellhound	恶魔	Demon	野兽	Beast	0	21&##\n你的回合开始时，对所有其他生物和玩家造成1点伤害。\n【死亡】:对所有其他生物和玩家造成1点伤害。	21&##\nAt the begin of your turn,deals 1 damage to all other creatures and players.\n【Die】:deals 1 damage to all other creatures and players.		0
140029	狂热战呼者	Fanatic Warcaller	艾斯	Eis	萨满	Shaman	0	##\n【显现】:目标生物移至前线。	##\n【Emerge】:Target creature move to battlefront.		0
140030	幼龙	Dragon Whelp	龙	Dragon	0	0	0	23&##【飞行】\n①:幼龙获得+1/+0直到回合结束。	##【Flying】\n①:Dragon Whelp gets +1/+0 unit end of turn.		0
140031	嗜血食人魔	Bloodthirst Orge	食人魔	Orge	0	0	0	##\n每当嗜血食人魔对玩家造成战斗伤害，获得+1/+0。	##\nWhenever Bloodthirst Orge deals combat damage to a player, gets +1/+0.		0
140032	地狱鞭挞者	Hell Biantal	恶魔	Demon	法师	Mage	0	##\n每当你使用一张法术或闪咒牌时，地狱鞭挞者向对手造成2点伤害。	##\nWhenever you use a Magic or Flashspell, Hell Biantal deals 2 damage to opponent.		0
140033	暴乱恶魔	Riot Devil	恶魔	Demon	0	0	0	##【暴击】	##【Crit】	当它到来时，混乱四起。当它离开时，哀嚎四野。	0
140034	疯狂先知	Mad Prophet	人类	Human	祭司	Priest	0	##\n力竭:你抓一张牌，然后随机弃掉一张牌。	##\nExhaust:You draw a card, then discards a card at random.		0
140035	艾斯掠夺者	Ace Marauders	艾斯	Eis	战士	Warrior	0	##\n对手每使用一张牌，艾斯掠夺者获得+1/+1。	##\nWhenever oppenent use a card, Ace Marauders gets +1/+1.	无论是繁华的都市，还是偏远的村落，都成为了艾斯掠夺的对象，无一幸免。	0
140036	蛮荒战酋长	Wild Warchief	艾斯	Eis	战士	Warrior	0	##【暴击】\n友方艾斯获得【暴击】技能。	26&##【Crit】\nFriendly Eis creatures has 【Crit】.		0
140037	地狱穿刺者	Hell Impaler	恶魔	Demon	0	0	0	##\n力竭:对目标生物或玩家造成等同于其攻击力的伤害。	##\nExhaust:Deals damage equal its power to the target creature or play.	这些嗜血的恶魔喜欢用长矛将俘虏穿刺挂起，并以此为乐。	0
140038	龙峰残虐者	DragonPeak Hellkite	龙	Dragon	0	0	0	##【飞行】【横扫】	##【Flying】【Sweep】	哪怕是最英勇无畏的战士，在巨龙眼中，也只是一顿美餐。	0
140039	雷魇	Thundermare	恶魔	Demon	元素	Element	0	##【冲锋】【践踏】\n回合结束时，消灭自己。	##【Charge】【Trample】\nAt the end of turn, destroy itself.		0
